Retail Order ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,Country,City,State,Region,latitude,longitude,Retail Sales People,Product ID,Product Name,Sub-Category,Category,Returned,Sales,Quantity,Discount,Profit,Cost,Unit CP,Unit SP,Days
6353,US-2015-161347,9/13/15 0:00,9/19/15 0:00,Standard Class,HG-14845,Harry Greene,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders,Office Supplies,Not,"2,412",1,"0,7","-2,01","4,422","4,422","2,412",6
6354,US-2015-109015,6/9/15 0:00,12/9/15 0:00,Standard Class,BS-11590,Brendan Sweed,Corporate,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Appliances,Office Supplies,Not,"8,39",1,0,"2,0975","6,2925","6,2925","8,39",183
6355,US-2015-109015,6/9/15 0:00,12/9/15 0:00,Standard Class,BS-11590,Brendan Sweed,Corporate,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Phones,Technology,Not,"337,98",2,0,"101,394","236,586","118,293","168,99",183
6356,CA-2014-110611,6/10/14 0:00,10/13/14 0:00,Standard Class,JD-16015,Joy Daniels,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-ST-10000642,"Tennsco Lockers, Gray",Storage,Office Supplies,Not,"83,92",5,"0,2","-13,637","97,557","19,5114","16,784",125
6357,CA-2017-139080,1/23/17 0:00,1/28/17 0:00,Standard Class,CS-12250,Chris Selesnick,Corporate,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Binders,Office Supplies,Not,"19,68",5,"0,2","6,888","12,792","2,5584","3,936",5
6358,CA-2017-139080,1/23/17 0:00,1/28/17 0:00,Standard Class,CS-12250,Chris Selesnick,Corporate,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-PA-10004621,Xerox 212,Paper,Office Supplies,Not,"25,92",4,0,"12,4416","13,4784","3,3696","6,48",5
6359,CA-2017-139080,1/23/17 0:00,1/28/17 0:00,Standard Class,CS-12250,Chris Selesnick,Corporate,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-PA-10002262,Xerox 192,Paper,Office Supplies,Not,"6,48",1,0,"3,1104","3,3696","3,3696","6,48",5
6360,CA-2017-139080,1/23/17 0:00,1/28/17 0:00,Standard Class,CS-12250,Chris Selesnick,Corporate,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Phones,Technology,Not,"86,352",6,"0,2","8,6352","77,7168","12,9528","14,392",5
6361,CA-2015-115693,10/12/15 0:00,12/15/15 0:00,Standard Class,FC-14245,Frank Carlisle,Home Office,90032,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Art,Office Supplies,Not,"56,3",2,0,"15,764","40,536","20,268","28,15",64
6362,US-2014-107993,11/25/14 0:00,11/30/14 0:00,Standard Class,SE-20110,Sanjit Engle,Consumer,97477,United States,Springfield,Oregon,West,"43,804133","-120,554201",Anna Andreadi,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Art,Office Supplies,Not,"51,016",7,"0,2","8,2901","42,7259","6,1037","7,288",5
6363,CA-2017-110443,11/21/17 0:00,11/25/17 0:00,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,98059,United States,Renton,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-BI-10001670,Vinyl Sectional Post Binders,Binders,Office Supplies,Not,"150,8",5,"0,2","56,55","94,25","18,85","30,16",4
6364,CA-2017-110443,11/21/17 0:00,11/25/17 0:00,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,98059,United States,Renton,Washington,West,"47,751074","-120,740139",Anna Andreadi,TEC-MA-10002073,"3D Systems Cube Printer, 2nd Generation, White",Machines,Technology,Not,"1039,992",1,"0,2","103,9992","935,9928","935,9928","1039,992",4
6365,CA-2017-110443,11/21/17 0:00,11/25/17 0:00,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,98059,United States,Renton,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-PA-10003797,Xerox 209,Paper,Office Supplies,Not,"51,84",8,0,"24,8832","26,9568","3,3696","6,48",4
6366,CA-2017-144848,4/4/17 0:00,5/4/17 0:00,First Class,DS-13030,Darrin Sayre,Home Office,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,TEC-PH-10004006,Panasonic KX - TS880B Telephone,Phones,Technology,Not,"41,22",1,0,"11,1294","30,0906","30,0906","41,22",30
6367,CA-2017-144848,4/4/17 0:00,5/4/17 0:00,First Class,DS-13030,Darrin Sayre,Home Office,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-SU-10000646,Premier Automatic Letter Opener,Supplies,Office Supplies,Not,"240,37",1,0,"7,2111","233,1589","233,1589","240,37",30
6368,CA-2017-144848,4/4/17 0:00,5/4/17 0:00,First Class,DS-13030,Darrin Sayre,Home Office,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Phones,Technology,Not,"119,02",2,0,"33,3256","85,6944","42,8472","59,51",30
6369,US-2017-147998,5/19/17 0:00,5/24/17 0:00,Standard Class,SA-20830,Sue Ann Reed,Consumer,95123,United States,San Jose,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Binders,Office Supplies,Yes,"133,12",5,"0,2","49,92","83,2","16,64","26,624",5
6370,CA-2016-103919,3/10/16 0:00,7/10/16 0:00,Standard Class,TP-21565,Tracy Poddar,Corporate,75051,United States,Grand Prairie,Texas,Central,"31,968599","-99,901813",Kelly Williams,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furnishings,Furniture,Not,"38,08",5,"0,6","-29,512","67,592","13,5184","7,616",122
6371,CA-2016-113425,11/21/16 0:00,11/21/16 0:00,Same Day,JK-16120,Julie Kriz,Home Office,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,FUR-BO-10002598,"Hon Metal Bookcases, Putty",Bookcases,Furniture,Not,"113,568",2,"0,2","12,7764","100,7916","50,3958","56,784",0
6372,CA-2017-143035,3/10/17 0:00,5/10/17 0:00,Second Class,CC-12430,Chuck Clark,Home Office,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,FUR-FU-10001934,Magnifier Swing Arm Lamp,Furnishings,Furniture,Not,"83,92",4,0,"21,8192","62,1008","15,5252","20,98",61
6373,CA-2017-143035,3/10/17 0:00,5/10/17 0:00,Second Class,CC-12430,Chuck Clark,Home Office,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Art,Office Supplies,Not,"6,63",3,0,"3,1161","3,5139","1,1713","2,21",61
6374,CA-2017-143035,3/10/17 0:00,5/10/17 0:00,Second Class,CC-12430,Chuck Clark,Home Office,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Accessories,Technology,Not,"371,97",3,0,"66,9546","305,0154","101,6718","123,99",61
6375,CA-2014-107811,4/29/14 0:00,4/29/14 0:00,Standard Class,LA-16780,Laura Armstrong,Corporate,38109,United States,Memphis,Tennessee,South,"35,517491","-86,580447",Cassandra Brandow,FUR-CH-10001394,Global Leather Executive Chair,Chairs,Furniture,Not,"561,584",2,"0,2","70,198","491,386","245,693","280,792",0
6376,CA-2014-107811,4/29/14 0:00,4/29/14 0:00,Standard Class,LA-16780,Laura Armstrong,Corporate,38109,United States,Memphis,Tennessee,South,"35,517491","-86,580447",Cassandra Brandow,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,Storage,Office Supplies,Not,"99,92",5,"0,2","-1,249","101,169","20,2338","19,984",0
6377,CA-2016-163216,7/10/16 0:00,10/10/16 0:00,First Class,AW-10930,Arthur Wiediger,Home Office,19143,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-LA-10000134,Avery 511,Labels,Office Supplies,Not,"4,928",2,"0,2","1,7248","3,2032","1,6016","2,464",92
6378,US-2016-116442,12/15/16 0:00,12/22/16 0:00,Standard Class,BP-11230,Benjamin Patterson,Consumer,90004,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furnishings,Furniture,Not,"14,76",2,0,"4,2804","10,4796","5,2398","7,38",7
6379,CA-2017-150623,10/4/17 0:00,10/4/17 0:00,Standard Class,DB-13360,Dennis Bolton,Home Office,6708,United States,Waterbury,Connecticut,East,"41,603221","-73,087749",Chuck Magee,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Accessories,Technology,Not,"99,99",1,0,"41,9958","57,9942","57,9942","99,99",0
6380,CA-2017-150623,10/4/17 0:00,10/4/17 0:00,Standard Class,DB-13360,Dennis Bolton,Home Office,6708,United States,Waterbury,Connecticut,East,"41,603221","-73,087749",Chuck Magee,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Storage,Office Supplies,Not,"286,15",5,0,"71,5375","214,6125","42,9225","57,23",0
6381,US-2014-163797,8/4/14 0:00,8/4/14 0:00,Standard Class,PC-19000,Pauline Chand,Home Office,85224,United States,Chandler,Arizona,West,"34,048928","-111,093731",Anna Andreadi,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Fasteners,Office Supplies,Not,"49,792",8,"0,2","-11,8256","61,6176","7,7022","6,224",0
6382,CA-2016-127236,3/29/16 0:00,3/29/16 0:00,Standard Class,TB-21595,Troy Blackwell,Consumer,45503,United States,Springfield,Ohio,East,"40,417287","-82,907123",Chuck Magee,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Bookcases,Furniture,Not,"299,975",5,"0,5","-167,986","467,961","93,5922","59,995",0
6383,CA-2016-127236,3/29/16 0:00,3/29/16 0:00,Standard Class,TB-21595,Troy Blackwell,Consumer,45503,United States,Springfield,Ohio,East,"40,417287","-82,907123",Chuck Magee,TEC-PH-10000141,Clearsounds A400,Phones,Technology,Not,"158,376",4,"0,4","-36,9544","195,3304","48,8326","39,594",0
6384,US-2017-104661,1/15/17 0:00,1/18/17 0:00,First Class,TB-21250,Tim Brockman,Consumer,78745,United States,Austin,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,Office Supplies,Not,"32,784",4,"0,8","-52,4544","85,2384","21,3096","8,196",3
6385,US-2017-104661,1/15/17 0:00,1/18/17 0:00,First Class,TB-21250,Tim Brockman,Consumer,78745,United States,Austin,Texas,Central,"31,968599","-99,901813",Kelly Williams,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Accessories,Technology,Not,"47,984",2,"0,2","14,3952","33,5888","16,7944","23,992",3
6386,US-2017-104661,1/15/17 0:00,1/18/17 0:00,First Class,TB-21250,Tim Brockman,Consumer,78745,United States,Austin,Texas,Central,"31,968599","-99,901813",Kelly Williams,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Accessories,Technology,Not,"62,592",8,"0,2","13,3008","49,2912","6,1614","7,824",3
6387,US-2017-104661,1/15/17 0:00,1/18/17 0:00,First Class,TB-21250,Tim Brockman,Consumer,78745,United States,Austin,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Binders,Office Supplies,Not,"4,276",1,"0,8","-6,6278","10,9038","10,9038","4,276",3
6388,CA-2014-134103,1/30/14 0:00,4/2/14 0:00,Standard Class,MV-18190,Mike Vittorini,Consumer,48234,United States,Detroit,Michigan,Central,"44,314844","-85,602364",Kelly Williams,OFF-PA-10001204,Xerox 1972,Paper,Office Supplies,Not,"10,56",2,0,"4,752","5,808","2,904","5,28",62
6389,CA-2014-134103,1/30/14 0:00,4/2/14 0:00,Standard Class,MV-18190,Mike Vittorini,Consumer,48234,United States,Detroit,Michigan,Central,"44,314844","-85,602364",Kelly Williams,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Storage,Office Supplies,Not,"229,94",2,0,"6,8982","223,0418","111,5209","114,97",62
6390,CA-2015-147529,7/2/15 0:00,11/2/15 0:00,Standard Class,DK-12835,Damala Kotsonis,Corporate,22153,United States,Springfield,Virginia,South,"37,431573","-78,656894",Cassandra Brandow,OFF-EN-10000056,Cameo Buff Policy Envelopes,Envelopes,Office Supplies,Not,"311,15",5,0,"146,2405","164,9095","32,9819","62,23",123
6391,CA-2015-147529,7/2/15 0:00,11/2/15 0:00,Standard Class,DK-12835,Damala Kotsonis,Corporate,22153,United States,Springfield,Virginia,South,"37,431573","-78,656894",Cassandra Brandow,OFF-PA-10003349,Xerox 1957,Paper,Office Supplies,Not,"12,96",2,0,"6,3504","6,6096","3,3048","6,48",123
6392,CA-2016-129126,12/14/16 0:00,12/19/16 0:00,Standard Class,PK-19075,Pete Kriz,Consumer,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-PA-10001471,Strathmore Photo Frame Cards,Paper,Office Supplies,Not,"14,62",2,0,"6,7252","7,8948","3,9474","7,31",5
6393,CA-2016-129126,12/14/16 0:00,12/19/16 0:00,Standard Class,PK-19075,Pete Kriz,Consumer,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-LA-10003190,Avery 474,Labels,Office Supplies,Not,"5,76",2,0,"2,8224","2,9376","1,4688","2,88",5
6394,CA-2016-129126,12/14/16 0:00,12/19/16 0:00,Standard Class,PK-19075,Pete Kriz,Consumer,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Fasteners,Office Supplies,Not,"21,48",6,0,"10,5252","10,9548","1,8258","3,58",5
6395,CA-2016-129126,12/14/16 0:00,12/19/16 0:00,Standard Class,PK-19075,Pete Kriz,Consumer,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furnishings,Furniture,Not,"396,92",4,0,"198,46","198,46","49,615","99,23",5
6396,CA-2016-129126,12/14/16 0:00,12/19/16 0:00,Standard Class,PK-19075,Pete Kriz,Consumer,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-ST-10004507,Advantus Rolling Storage Box,Storage,Office Supplies,Not,"17,15",1,0,"4,6305","12,5195","12,5195","17,15",5
6397,CA-2016-129126,12/14/16 0:00,12/19/16 0:00,Standard Class,PK-19075,Pete Kriz,Consumer,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders,Office Supplies,Not,"23,12",2,"0,2","7,803","15,317","7,6585","11,56",5
6398,CA-2017-131632,10/31/17 0:00,10/31/17 0:00,Standard Class,AH-10120,Adrian Hane,Home Office,75217,United States,Dallas,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-AR-10003651,Newell 350,Art,Office Supplies,Not,"5,248",2,"0,2","0,5904","4,6576","2,3288","2,624",0
6399,CA-2017-151981,6/8/17 0:00,12/8/17 0:00,Standard Class,GM-14455,Gary Mitchum,Home Office,3301,United States,Concord,New Hampshire,East,"43,193852","-71,572395",Chuck Magee,TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Phones,Technology,Not,"824,95",5,0,"247,485","577,465","115,493","164,99",183
6400,CA-2017-151981,6/8/17 0:00,12/8/17 0:00,Standard Class,GM-14455,Gary Mitchum,Home Office,3301,United States,Concord,New Hampshire,East,"43,193852","-71,572395",Chuck Magee,OFF-LA-10002195,Avery 481,Labels,Office Supplies,Not,"24,64",8,0,"11,8272","12,8128","1,6016","3,08",183
6401,CA-2017-151981,6/8/17 0:00,12/8/17 0:00,Standard Class,GM-14455,Gary Mitchum,Home Office,3301,United States,Concord,New Hampshire,East,"43,193852","-71,572395",Chuck Magee,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Art,Office Supplies,Not,"227,88",6,0,"68,364","159,516","26,586","37,98",183
6402,CA-2017-125472,5/30/17 0:00,5/31/17 0:00,First Class,BD-11725,Bruce Degenhardt,Consumer,70506,United States,Lafayette,Louisiana,South,"31,244823","-92,145024",Cassandra Brandow,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Bookcases,Furniture,Not,"241,96",2,0,"33,8744","208,0856","104,0428","120,98",1
6403,CA-2017-125472,5/30/17 0:00,5/31/17 0:00,First Class,BD-11725,Bruce Degenhardt,Consumer,70506,United States,Lafayette,Louisiana,South,"31,244823","-92,145024",Cassandra Brandow,OFF-BI-10000591,Avery Binder Labels,Binders,Office Supplies,Not,"3,89",1,0,"1,8672","2,0228","2,0228","3,89",1
6404,CA-2017-125472,5/30/17 0:00,5/31/17 0:00,First Class,BD-11725,Bruce Degenhardt,Consumer,70506,United States,Lafayette,Louisiana,South,"31,244823","-92,145024",Cassandra Brandow,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Furnishings,Furniture,Not,"8,01",3,0,"3,0438","4,9662","1,6554","2,67",1
6405,CA-2015-156328,11/30/15 0:00,11/30/15 0:00,Standard Class,RM-19375,Raymond Messe,Consumer,27604,United States,Raleigh,North Carolina,South,"35,759573","-79,0193",Cassandra Brandow,TEC-PH-10001198,Avaya 4621SW VoIP phone,Phones,Technology,Not,"177,48",3,"0,2","19,9665","157,5135","52,5045","59,16",0
6406,CA-2017-154074,8/31/17 0:00,8/31/17 0:00,Second Class,BW-11110,Bart Watters,Corporate,99207,United States,Spokane,Washington,West,"47,751074","-120,740139",Anna Andreadi,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs,Furniture,Yes,"569,568",2,"0,2","7,1196","562,4484","281,2242","284,784",0
6407,CA-2017-154074,8/31/17 0:00,8/31/17 0:00,Second Class,BW-11110,Bart Watters,Corporate,99207,United States,Spokane,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",Storage,Office Supplies,Yes,"149,73",7,0,"43,4217","106,3083","15,1869","21,39",0
6408,CA-2017-161774,5/14/17 0:00,5/15/17 0:00,First Class,GT-14710,Greg Tran,Consumer,77041,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Chairs,Furniture,Not,"899,43",5,"0,3","-12,849","912,279","182,4558","179,886",1
6409,CA-2017-161774,5/14/17 0:00,5/15/17 0:00,First Class,GT-14710,Greg Tran,Consumer,77041,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-AR-10001446,Newell 309,Art,Office Supplies,Not,"46,2",5,"0,2","5,775","40,425","8,085","9,24",1
6410,CA-2017-161774,5/14/17 0:00,5/15/17 0:00,First Class,GT-14710,Greg Tran,Consumer,77041,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-PA-10000300,Xerox 1936,Paper,Office Supplies,Not,"47,952",3,"0,2","16,1838","31,7682","10,5894","15,984",1
6411,CA-2017-161774,5/14/17 0:00,5/15/17 0:00,First Class,GT-14710,Greg Tran,Consumer,77041,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,TEC-PH-10004071,PayAnywhere Card Reader,Phones,Technology,Not,"7,992",1,"0,2","0,6993","7,2927","7,2927","7,992",1
6412,CA-2017-161774,5/14/17 0:00,5/15/17 0:00,First Class,GT-14710,Greg Tran,Consumer,77041,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-PA-10003134,Xerox 1937,Paper,Office Supplies,Not,"76,864",2,"0,2","26,9024","49,9616","24,9808","38,432",1
6413,CA-2017-151211,8/17/17 0:00,8/23/17 0:00,Standard Class,AH-10120,Adrian Hane,Home Office,40214,United States,Louisville,Kentucky,South,"37,839333","-84,270018",Cassandra Brandow,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Binders,Office Supplies,Not,"102,93",3,0,"48,3771","54,5529","18,1843","34,31",6
6414,CA-2017-151211,8/17/17 0:00,8/23/17 0:00,Standard Class,AH-10120,Adrian Hane,Home Office,40214,United States,Louisville,Kentucky,South,"37,839333","-84,270018",Cassandra Brandow,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Accessories,Technology,Not,"98,16",6,0,"9,816","88,344","14,724","16,36",6
6415,CA-2017-142671,10/11/17 0:00,11/14/17 0:00,Second Class,DR-12940,Daniel Raglin,Home Office,33021,United States,Hollywood,Florida,South,"27,664827","-81,515754",Cassandra Brandow,OFF-BI-10004099,GBC VeloBinder Strips,Binders,Office Supplies,Not,"11,52",5,"0,7","-7,68","19,2","3,84","2,304",34
6416,CA-2017-144750,8/21/17 0:00,8/21/17 0:00,Same Day,DL-13495,Dionis Lloyd,Corporate,85224,United States,Chandler,Arizona,West,"34,048928","-111,093731",Anna Andreadi,OFF-PA-10003395,Xerox 1941,Paper,Office Supplies,Not,"83,88",1,"0,2","29,358","54,522","54,522","83,88",0
6417,CA-2016-111976,8/3/16 0:00,12/3/16 0:00,Standard Class,BD-11620,Brian DeCherney,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Phones,Technology,Not,"108,576",4,"0,4","-25,3344","133,9104","33,4776","27,144",122
6418,CA-2016-111976,8/3/16 0:00,12/3/16 0:00,Standard Class,BD-11620,Brian DeCherney,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-FA-10004968,Rubber Band Ball,Fasteners,Office Supplies,Not,"5,984",2,"0,2","-1,3464","7,3304","3,6652","2,992",122
6419,CA-2016-140130,10/31/16 0:00,10/31/16 0:00,Standard Class,HW-14935,Helen Wasserman,Corporate,74133,United States,Tulsa,Oklahoma,Central,"35,007752","-97,092877",Kelly Williams,OFF-SU-10001218,Fiskars Softgrip Scissors,Supplies,Office Supplies,Not,"21,96",2,0,"6,1488","15,8112","7,9056","10,98",0
6420,CA-2016-140130,10/31/16 0:00,10/31/16 0:00,Standard Class,HW-14935,Helen Wasserman,Corporate,74133,United States,Tulsa,Oklahoma,Central,"35,007752","-97,092877",Kelly Williams,FUR-CH-10002084,Hon Mobius Operator's Chair,Chairs,Furniture,Not,"368,97",3,0,"81,1734","287,7966","95,9322","122,99",0
6421,CA-2016-140130,10/31/16 0:00,10/31/16 0:00,Standard Class,HW-14935,Helen Wasserman,Corporate,74133,United States,Tulsa,Oklahoma,Central,"35,007752","-97,092877",Kelly Williams,OFF-AR-10004269,Newell 31,Art,Office Supplies,Not,"12,39",3,0,"3,4692","8,9208","2,9736","4,13",0
6422,CA-2016-140130,10/31/16 0:00,10/31/16 0:00,Standard Class,HW-14935,Helen Wasserman,Corporate,74133,United States,Tulsa,Oklahoma,Central,"35,007752","-97,092877",Kelly Williams,OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",Storage,Office Supplies,Not,"332,94",3,0,"9,9882","322,9518","107,6506","110,98",0
6423,CA-2014-159121,7/26/14 0:00,7/26/14 0:00,Standard Class,JO-15145,Jack O'Briant,Corporate,84020,United States,Draper,Utah,West,"39,32098","-111,093731",Anna Andreadi,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Accessories,Technology,Not,"111,93",7,0,"34,6983","77,2317","11,0331","15,99",0
6424,CA-2015-149650,10/24/15 0:00,10/27/15 0:00,First Class,RD-19660,Robert Dilbeck,Home Office,94601,United States,Oakland,California,West,"36,778261","-119,417932",Anna Andreadi,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Chairs,Furniture,Yes,"454,272",8,"0,2","-73,8192","528,0912","66,0114","56,784",3
6425,CA-2017-115777,8/19/17 0:00,8/24/17 0:00,Standard Class,DO-13645,Doug O'Connell,Consumer,1841,United States,Lawrence,Massachusetts,East,"42,407211","-71,382437",Chuck Magee,OFF-PA-10000552,Xerox 200,Paper,Office Supplies,Not,"19,44",3,0,"9,3312","10,1088","3,3696","6,48",5
6426,CA-2016-143714,5/23/16 0:00,5/27/16 0:00,Standard Class,CC-12370,Christopher Conant,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Copiers,Technology,Not,"8399,976",4,"0,4","1119,9968","7279,9792","1819,9948","2099,994",4
6427,CA-2016-143714,5/23/16 0:00,5/27/16 0:00,Standard Class,CC-12370,Christopher Conant,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-BI-10004308,Avery Legal 4-Ring Binder,Binders,Office Supplies,Not,"6,294",1,"0,7","-4,196","10,49","10,49","6,294",4
6428,CA-2016-143714,5/23/16 0:00,5/27/16 0:00,Standard Class,CC-12370,Christopher Conant,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-PA-10000029,Xerox 224,Paper,Office Supplies,Not,"10,368",2,"0,2","3,6288","6,7392","3,3696","5,184",4
6429,CA-2016-143714,5/23/16 0:00,5/27/16 0:00,Standard Class,CC-12370,Christopher Conant,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,TEC-PH-10004080,Avaya 5410 Digital phone,Phones,Technology,Not,"122,382",3,"0,4","-24,4764","146,8584","48,9528","40,794",4
6430,CA-2014-165764,3/11/14 0:00,7/11/14 0:00,Standard Class,SH-20395,Shahid Hopkins,Consumer,28540,United States,Jacksonville,North Carolina,South,"35,759573","-79,0193",Cassandra Brandow,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Storage,Office Supplies,Not,"25,984",2,"0,2","-1,624","27,608","13,804","12,992",122
6431,CA-2014-165764,3/11/14 0:00,7/11/14 0:00,Standard Class,SH-20395,Shahid Hopkins,Consumer,28540,United States,Jacksonville,North Carolina,South,"35,759573","-79,0193",Cassandra Brandow,FUR-TA-10001768,Hon Racetrack Conference Tables,Tables,Furniture,Not,"945,036",6,"0,4","-299,2614","1244,2974","207,3829","157,506",122
6432,CA-2014-165764,3/11/14 0:00,7/11/14 0:00,Standard Class,SH-20395,Shahid Hopkins,Consumer,28540,United States,Jacksonville,North Carolina,South,"35,759573","-79,0193",Cassandra Brandow,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders,Office Supplies,Not,"14,301",7,"0,7","-10,4874","24,7884","3,5412","2,043",122
